City_ID,City,Country,Max Temp,Date,Lat,Lng,Hotel Name
295,Tanete,ID,76.44,8/28/2020 22:59,-3.94,119.78,Wisma Tri Multi
296,Matay,EG,78.31,8/28/2020 22:59,28.42,30.78,Nag Aespen
297,Kulhudhuffushi,MV,82.42,8/28/2020 22:59,6.62,73.07,Haajy Guest House 1
298,Benghazi,LY,78.24,8/28/2020 22:57,32.12,20.07,Tibesti Hotel
299,Verkhoyansk,RU,54.07,8/28/2020 22:59,67.54,133.38,
300,Sam Roi Yot,TH,76.84,8/28/2020 22:59,12.27,99.87,ซีบรีชรีสอร์ท สามร้อยยอด
301,Saint George,US,102.2,8/28/2020 22:55,37.1,-113.58,Best Western Plus Abbey Inn
302,Lincoln,US,93.2,8/28/2020 22:56,40.8,-96.67,Courtyard by Marriott Lincoln Downtown/Haymarket
303,Yokadouma,CM,69.51,8/28/2020 22:59,3.52,15.05,Hôtel De Ville De Yokadouma
304,Laguna,US,97.0,8/28/2020 22:59,38.42,-121.42,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
305,Pochutla,MX,80.01,8/28/2020 22:59,15.74,-96.47,Hotel Posada San Jose
306,Skjervoy,NO,48.83,8/28/2020 22:59,70.03,20.97,Skjervøy Byggeservice AS
307,Luzhou,CN,78.15,8/28/2020 22:59,28.87,105.44,Shijichun Hotel
308,Saint-Pierre,RE,69.8,8/28/2020 22:57,-21.34,55.48,Lindsey Hôtel
309,Atyrau,KZ,64.4,8/28/2020 22:58,47.12,51.88,River Palace Hotel
310,Buchanan,LR,76.62,8/28/2020 22:59,5.88,-10.05,Kamaneahn Hotel Inc
311,Clyde River,CA,50.0,8/28/2020 22:57,70.47,-68.59,Qamaq Hotel
312,Asilah,MA,73.4,8/28/2020 22:59,35.47,-6.03,Hotel Zelis
313,Ammon,US,84.0,8/28/2020 22:59,43.47,-111.97,Holiday Inn Express & Suites Idaho Falls
314,Rodino,RU,54.99,8/28/2020 22:59,52.5,80.25,Hotel
315,Airai,TL,62.49,8/28/2020 22:59,-8.93,125.41,Juvinal Martin
316,Voloshka,RU,53.44,8/28/2020 22:59,61.33,40.09,
317,Dombarovskiy,RU,73.74,8/28/2020 22:59,50.76,59.54,
318,Stykkisholmur,IS,51.21,8/28/2020 22:59,65.08,-22.73,Fosshotel Stykkishólmur
319,Metro,ID,73.22,8/28/2020 22:59,-5.11,105.31,OYO 3177 Wisma Lintang
320,Kavieng,PG,82.74,8/28/2020 22:59,-2.57,150.8,Nusa Island Retreat
321,Nhulunbuy,AU,78.8,8/28/2020 22:55,-12.23,136.77,East Arnhem Real Estate
322,Fortuna,US,64.99,8/28/2020 22:59,40.6,-124.16,Super 8 by Wyndham Fortuna
323,Coolum Beach,AU,63.0,8/28/2020 22:59,-26.53,153.1,Coolum Beach Resort
324,Xichang,CN,65.28,8/28/2020 22:59,27.9,102.26,Xichang ibis Hotel
325,Chara,RU,55.36,8/28/2020 22:59,56.91,118.26,
326,Wilmington Island,US,93.2,8/28/2020 22:59,32.0,-80.97,Breezeway Studio Manor LLC
327,Leningradskiy,RU,37.58,8/28/2020 22:58,69.38,178.42,
328,Greensboro,US,86.0,8/28/2020 22:57,36.07,-79.79,Marriott Greensboro Downtown
329,Shimoda,JP,86.0,8/28/2020 22:59,34.67,138.95,Shimoda Tokyu Hotel
330,Batagay,RU,53.71,8/28/2020 22:59,67.63,134.63,
331,Naze,JP,84.2,8/28/2020 22:59,28.37,129.48,奄美ポートタワーホテル
332,Nanton,CA,81.0,8/28/2020 22:59,50.35,-113.77,Changing Seasons Bed and Breakfast
333,Agirish,RU,50.02,8/28/2020 22:59,61.92,63.02,
334,Tambopata,PE,83.05,8/28/2020 22:59,-12.73,-69.18,
335,Sabzevar,IR,63.03,8/28/2020 22:59,36.21,57.68,پارکینگ وسایل سنگین جنوب
336,Tazovskiy,RU,50.94,8/28/2020 22:59,67.47,78.7,TazHostel
337,Provideniya,RU,50.0,8/28/2020 22:55,64.38,-173.3,
338,Kangaatsiaq,GL,44.62,8/28/2020 22:59,68.31,-53.46,
339,Hay River,CA,55.4,8/28/2020 22:59,60.82,-115.8,Ptarmigan Inn Hotels
340,Adjumani,UG,65.86,8/28/2020 22:59,3.38,31.79,Hotel Zawadi
341,Mukhen,RU,62.55,8/28/2020 22:59,48.1,136.1,
342,Bathsheba,BB,84.2,8/28/2020 22:59,13.22,-59.52,Atlantis Hotel
343,Shu,KZ,72.0,8/28/2020 22:59,43.6,73.76,Shyngyzkhan
344,Cayenne,GF,78.8,8/28/2020 22:59,4.93,-52.33,Hôtel Le Dronmi
345,Luderitz,,54.81,8/28/2020 22:58,-26.65,15.16,LÜDERITZ NEST HOTEL
346,Bosaso,SO,92.28,8/28/2020 22:59,11.28,49.18,Red Sea Hotel
347,Orotukan,RU,38.48,8/28/2020 22:59,62.27,151.7,
348,Faya,SA,69.8,8/28/2020 22:59,18.39,42.45,مقبرة ال مجمل
349,Kropotkin,RU,63.73,8/28/2020 22:59,45.44,40.58,Hotel Europe Kropotkin
350,Comodoro Rivadavia,AR,39.2,8/28/2020 22:59,-45.87,-67.5,Austral Hotel
351,Nelson Bay,AU,54.0,8/28/2020 22:59,-32.72,152.15,Mantra Nelson Bay
352,Namibe,AO,59.41,8/28/2020 22:59,-15.2,12.15,Hotel Chik Chik Namibe
353,Whitehorse,CA,50.0,8/28/2020 22:56,60.72,-135.05,Westmark Hotel
354,Palmer,US,78.8,8/28/2020 22:59,42.16,-72.33,Wedgewood Motel
355,Vyshestebliyevskaya,RU,66.0,8/28/2020 22:59,45.2,37.02,
356,Patna,IN,78.8,8/28/2020 22:59,25.6,85.12,Hotel Vijay Shree Deluxe
357,Lahij,YE,89.22,8/28/2020 22:59,13.17,44.58,
358,Hobyo,SO,76.46,8/28/2020 22:59,5.35,48.53,Osmani Hotel
359,Rantepao,ID,67.46,8/28/2020 22:59,-2.97,119.9,Hotel Luta Resort
360,Rawson,AR,45.97,8/28/2020 22:57,-43.3,-65.1,Hotel Punta León
361,Caravelas,BR,70.66,8/28/2020 22:55,-17.71,-39.25,Pousada dos Navegantes
362,Upington,ZA,50.0,8/28/2020 22:59,-28.45,21.26,River Place Manor
363,Lavrentiya,RU,50.13,8/28/2020 22:55,65.58,-171.0,
364,Acari,PE,63.37,8/28/2020 22:59,-15.43,-74.62,Hospedaje Ximens
365,Abonnema,NG,75.2,8/28/2020 22:59,4.71,6.79,Corper's Lodge Obonoma
366,Tlacotepec,MX,73.22,8/28/2020 22:59,20.07,-97.87,IGLESIA SAN ISIDRO LABRADOR
367,Binzhou,CN,73.96,8/28/2020 22:59,37.37,118.02,Hampton By Hilton Binzhou
368,Souillac,MU,71.6,8/28/2020 22:59,-20.52,57.52,Bils' Villa
369,Itarema,BR,78.71,8/28/2020 22:59,-2.92,-39.92,Windvillage
370,Morant Bay,JM,87.8,8/28/2020 22:59,17.88,-76.41,Whispering Bamboo Cove Resort
371,Isangel,VU,78.53,8/28/2020 22:59,-19.55,169.27,Volcano Sea View Tree House
372,Goderich,CA,75.0,8/28/2020 22:59,43.75,-81.72,Harmony Inn
373,Biak,ID,76.82,8/28/2020 22:59,-0.91,122.88,Kost Ariz
374,Pombas,CV,84.2,8/28/2020 22:59,17.15,-25.02,POUSADA O RECANTO
375,Kamaishi,JP,82.4,8/28/2020 22:59,39.27,141.88,Hotel Route Inn Kamaishi
376,Priyutnoye,RU,71.01,8/28/2020 22:59,46.1,43.51,
377,Gore,NZ,45.0,8/28/2020 22:59,-46.1,168.94,Esplanade Motels
378,Mount Gambier,AU,46.4,8/28/2020 22:58,-37.83,140.77,Commodore on the Park
379,Savannah Bight,HN,85.46,8/28/2020 22:59,16.45,-85.85,Villa on Dunbar Rock
380,Salmas,IR,62.6,8/28/2020 22:59,38.2,44.77,Ata Hotel
381,Salinopolis,BR,79.77,8/28/2020 22:59,-0.61,-47.36,Hotel Salinópolis
382,Tsnori,GE,71.6,8/28/2020 22:59,41.62,45.97,Kabadoni
383,Aksarka,RU,52.27,8/28/2020 22:57,66.56,67.8,
384,Chingirlau,KZ,72.73,8/28/2020 22:59,51.09,54.08,
385,Adeje,ES,79.0,8/28/2020 22:59,28.12,-16.73,Gran Tacande Wellness & Relax Costa Adeje
386,La Rioja,ES,62.6,8/28/2020 22:57,42.25,-2.5,Casa Concejos
387,Bharatpur,IN,80.6,8/28/2020 22:59,27.22,77.48,OYO 22446 Sonar Haveli
388,Yar-Sale,RU,54.5,8/28/2020 22:59,66.83,70.83,Yalemd
389,Necochea,AR,51.01,8/28/2020 22:59,-38.55,-58.74,dyd -mar Hotel
390,Saint Anthony,US,81.0,8/28/2020 22:58,45.02,-93.22,Holiday Inn Express Roseville-St. Paul
391,Acapulco,MX,86.0,8/28/2020 22:57,16.86,-99.89,HS Hotsson Smart Acapulco
392,Turukhansk,RU,52.52,8/28/2020 22:59,65.82,87.98,"ООО ""Туруханская пушнина"""
393,Sarmizegetusa,RO,63.95,8/28/2020 22:59,45.52,22.78,Pensiunea Zamolxe
394,Tigil,RU,54.54,8/28/2020 22:59,57.8,158.67,Tigil'
395,Kamennomostskiy,RU,59.97,8/28/2020 22:59,44.3,40.19,Гостевой Дом с лилиями
396,Botwood,CA,55.0,8/28/2020 22:59,49.15,-55.35,Exploits Hostel
397,Khandyga,RU,53.22,8/28/2020 22:59,62.67,135.6,Apel'sin
398,Port Hedland,AU,62.6,8/28/2020 22:59,-20.32,118.57,The Esplanade Hotel
399,Milledgeville,US,82.4,8/28/2020 22:59,33.08,-83.23,Hampton Inn Milledgeville
400,Eydhafushi,MV,82.96,8/28/2020 22:59,5.1,73.07,Soneva Fushi
401,Karratha,AU,77.49,8/28/2020 22:59,-20.74,116.85,ibis Styles Karratha
402,Kloulklubed,PW,78.8,8/28/2020 22:59,7.04,134.26,Storyboard Beach Resort
403,Hammerfest,NO,46.4,8/28/2020 22:59,70.66,23.68,Skytterhuset
404,Mumford,GH,73.96,8/28/2020 22:59,5.26,-0.76,Spanish Villa
405,Manama,BH,93.2,8/28/2020 22:55,26.22,50.58,Al Safir Hotel & Tower
406,Bubaque,GW,80.78,8/28/2020 22:59,11.28,-15.83,Casa Dora
407,Doka,SD,71.69,8/28/2020 22:59,13.52,35.77,
408,Zhaotong,CN,61.2,8/28/2020 22:59,27.32,103.72,Jingguan Home
409,Jalu,LY,78.85,8/28/2020 22:57,29.03,21.55,Jalu Hotel
410,Ust-Barguzin,RU,54.41,8/28/2020 22:59,53.45,108.98,Chivurkiyskaya Skazka
411,Lisala,CD,70.79,8/28/2020 22:59,2.15,21.52,
412,Keuruu,FI,46.99,8/28/2020 22:59,62.27,24.7,Hostelli Nonna
413,Arlit,NE,82.99,8/28/2020 22:59,18.74,7.39,Hôtel Telwa Bungalow
414,Siparia,TT,84.0,8/28/2020 22:59,10.13,-61.5,Brook Gardens
415,Henties Bay,,53.01,8/28/2020 22:59,-22.12,14.28,Fishermans Guest House
416,Okhotsk,RU,53.76,8/28/2020 22:59,59.38,143.3,
417,Norden,DE,55.4,8/28/2020 22:59,53.6,7.2,Hotel Aquarius
418,Kwekwe,ZW,60.6,8/28/2020 22:59,-18.93,29.81,"Golden Mile Hotel, Kwekwe"
419,Arecibo,PR,84.0,8/28/2020 22:59,18.47,-66.72,Caño Tiburones Guest House
420,Sterling,US,73.99,8/28/2020 22:56,39.01,-77.43,Hampton Inn & Suites Washington-Dulles International Airport
421,Ilek,RU,71.67,8/28/2020 22:59,51.53,53.38,Avtostantsiya
422,Yaan,NG,71.44,8/28/2020 22:59,7.38,8.57,
423,Nouadhibou,MR,78.8,8/28/2020 22:59,20.93,-17.03,El Medina
424,Namikupa,TZ,68.14,8/28/2020 22:59,-10.83,39.6,
425,Imbituba,BR,66.2,8/28/2020 22:56,-28.24,-48.67,Praia Hotel Imbituba
426,Rajnagar,IN,75.09,8/28/2020 22:59,24.88,79.92,The LaLiT Temple View Khajuraho
427,Rundu,,67.26,8/28/2020 22:59,-17.93,19.77,Millennia Estate
428,Thinadhoo,MV,82.22,8/28/2020 22:59,0.53,72.93,
429,Te Anau,NZ,45.23,8/28/2020 22:56,-45.42,167.72,Kingsgate Hotel Te Anau
430,Arkhangelsk,RU,46.4,8/28/2020 22:59,64.54,40.54,DVINA HOTEL
431,Sola,VU,79.59,8/28/2020 22:59,-13.88,167.55,Leumerus Bungalows
432,Tottori,JP,82.4,8/28/2020 22:59,35.5,134.23,Hotel Monarque Tottori
433,Sao Mateus Do Maranhao,BR,81.95,8/28/2020 22:56,-4.04,-44.48,Pousada Pingo De Ouro
434,San Carlos De Bariloche,AR,35.6,8/28/2020 22:57,-41.15,-71.31,Hotel Patagonia
435,Claresholm,CA,81.0,8/28/2020 22:59,50.03,-113.59,Bluebird Motel
436,Bokoro,TD,76.15,8/28/2020 22:59,12.38,17.06,
437,Tabuk,PH,76.48,8/28/2020 22:59,17.42,121.44,Grand Zion Garden Resort Hotel
438,Miyoshi,JP,86.0,8/28/2020 22:59,35.08,137.07,豊田 ホテルマイン
439,Ntungamo,UG,65.41,8/28/2020 22:59,-0.88,29.65,The Crested Crane Bwindi Hotel
440,Vanavara,RU,51.89,8/28/2020 22:59,60.34,102.28,Russia
441,Martapura,ID,73.4,8/28/2020 22:59,-3.42,114.85,Montana Hotel Syariah
442,Jaguariaiva,BR,60.98,8/28/2020 22:59,-24.25,-49.71,San Juan Jaguariaíva
443,Valleyview,CA,73.08,8/28/2020 22:59,55.07,-117.29,Paradise Inn & Suites
444,Balkanabat,TM,79.09,8/28/2020 22:59,39.51,54.37,Nebitchi Hotel
445,Bayangol,RU,45.41,8/28/2020 22:59,50.7,103.47,
446,Puerto Escondido,MX,77.0,8/28/2020 22:59,15.85,-97.07,Aldea del Bazar Hotel and Spa
447,Mehamn,NO,43.27,8/28/2020 22:59,71.04,27.85,Mehamn Arctic Hotel AS
448,U Thong,TH,75.02,8/28/2020 22:59,14.38,99.89,บ้านปิ่นสุข อู่ทอง ห้องพักรายเดือน
449,Sungaipenuh,ID,62.73,8/28/2020 22:59,-2.08,101.38,Hotel Jaya Wisata 2
450,Changping,CN,75.0,8/28/2020 22:59,40.22,116.22,Huachang Hotel
451,Victor Harbor,AU,51.01,8/28/2020 22:59,-35.57,138.62,Apollon Motor Inn
452,Aksay,RU,64.4,8/28/2020 22:58,47.26,39.87,Chernaya Zhemchuzhina
453,Mogadishu,SO,77.09,8/28/2020 22:59,2.04,45.34,Hotel Juba
454,Pathein,MM,78.13,8/28/2020 22:59,16.78,94.73,Pathein Hotel
455,Baie-Comeau,CA,64.4,8/28/2020 22:59,49.22,-68.15,Travelodge by Wyndham Baie Comeau
456,Saint-Joseph,RE,69.8,8/28/2020 22:57,-21.37,55.62,"""Plantation Bed and Breakfast"
457,Samarai,PG,78.87,8/28/2020 22:59,-10.62,150.67,Nuli Sapi
458,Teya,RU,48.36,8/28/2020 22:57,60.38,92.63,
459,Kamphaeng Phet,TH,75.04,8/28/2020 22:59,16.48,99.52,Chakungrao Riverview
460,Mombetsu,JP,63.23,8/28/2020 22:59,44.35,143.35,Okhotsk Palace Hotel
461,Kununurra,AU,77.0,8/28/2020 22:59,-15.77,128.73,Hotel Kununurra
462,Buala,SB,83.84,8/28/2020 22:55,-8.14,159.59,Maringe Lagoon Lodge
463,Gao,ML,80.98,8/28/2020 22:59,16.64,1.64,
464,Namie,JP,77.0,8/28/2020 22:59,37.48,141.0,いこいの村なみえ(福島県)
465,Atherton,GB,50.0,8/28/2020 22:59,53.52,-2.49,The Mercury Motel
466,Beroroha,MG,68.77,8/28/2020 22:59,-21.67,45.17,
467,Ahuimanu,US,87.8,8/28/2020 22:59,21.44,-157.84,Paradise Bay Resort
468,Teahupoo,PF,84.2,8/28/2020 22:59,-17.83,-149.27,Vanira Lodge
469,Jingdezhen,CN,72.37,8/28/2020 22:59,29.29,117.21,Garden Hotel
470,Hirara,JP,80.6,8/28/2020 22:57,24.8,125.28,Hotel Atoll Emerald Miyakojima
471,Belaya Gora,RU,45.14,8/28/2020 22:59,68.53,146.42,
472,Highland Springs,US,89.6,8/28/2020 22:59,37.55,-77.33,Homewood Suites by Hilton Richmond - Airport
473,Maba,CN,78.26,8/28/2020 22:59,24.68,113.6,康泰旅店
474,Port Augusta,AU,60.01,8/28/2020 22:59,-32.5,137.77,Majestic Oasis Apartments
475,Zbarazh,UA,54.52,8/28/2020 22:59,49.66,25.78,Edelʹveys
476,Mount Isa,AU,69.8,8/28/2020 22:58,-20.73,139.5,ibis Styles Mt Isa Verona
477,Haines Junction,CA,47.68,8/28/2020 22:59,60.75,-137.51,Parkside Inn
478,Ourossogui,SN,86.0,8/28/2020 22:59,15.61,-13.32,Auberge Sogui
479,Clarksburg,US,73.99,8/28/2020 22:58,39.28,-80.34,Greenbrier Motel & Restaurant
480,Koshki,RU,60.4,8/28/2020 22:59,54.21,50.47,
481,Williston,US,75.99,8/28/2020 22:59,48.15,-103.62,Hampton Inn & Suites Williston
482,Sindgi,IN,73.31,8/28/2020 22:59,16.92,76.23,Hotel New Sangam
483,Okitipupa,NG,74.26,8/28/2020 22:59,6.5,4.78,Coastal Hotel & Suites
484,Navahrudak,BY,50.22,8/28/2020 22:59,53.6,25.83,Hotel Grazhina
485,Burgeo,CA,56.19,8/28/2020 22:59,47.62,-57.62,Gillett's Motel
486,Colwyn Bay,GB,55.0,8/28/2020 22:59,53.29,-3.73,Premier Inn Llandudno (Glan-Conwy) hotel
487,Panorama,GR,79.0,8/28/2020 22:59,40.59,23.03,Panorama Hotel
488,Aklavik,CA,55.4,8/28/2020 22:59,68.22,-135.01,Aklavik Inn
489,Oussouye,SN,78.8,8/28/2020 22:59,12.48,-16.55,Auberge du Routard
490,Lagoa,PT,74.16,8/28/2020 22:56,39.05,-27.98,Casa Das Faias
491,Yankton,US,82.99,8/28/2020 22:59,42.87,-97.4,Holiday Inn Express & Suites Yankton
492,Boguchany,RU,50.88,8/28/2020 22:59,58.38,97.45,Uyut
493,Santa Rosalia,MX,88.93,8/28/2020 22:59,27.32,-112.28,Hotel Las Casitas Santa Rosalia
494,Kenai,US,62.6,8/28/2020 22:59,60.55,-151.26,Aspen Extended Stay Suites
495,Serik,TR,78.8,8/28/2020 22:59,36.92,31.1,Royal Seginus Lara
496,Qinzhou,CN,80.65,8/28/2020 22:59,21.95,108.62,Jinjiang Inn Style Qingzhou Walmart
497,Turkan,AZ,69.8,8/28/2020 22:59,40.36,50.22,Samir Зона Отдыха
498,Sobolevo,RU,48.36,8/28/2020 22:55,54.43,31.9,
499,Antigonish,CA,64.0,8/28/2020 22:56,45.62,-62.0,Claymore Inn and Suites
500,Armidale,AU,42.01,8/28/2020 22:59,-30.52,151.65,Abbotsleigh Motor Inn
501,Timmins,CA,60.8,8/28/2020 22:56,48.47,-81.33,The Senator Hotel & Conference Centre
502,Vesele,UA,64.27,8/28/2020 22:59,47.01,34.91,
503,Gubkinskiy,RU,54.93,8/28/2020 22:59,64.43,76.5,MonarcH
504,Leshukonskoye,RU,45.25,8/28/2020 22:58,64.9,45.76,Gostinitsa Mup Zhkkh
505,Pisco,PE,64.4,8/28/2020 22:59,-13.7,-76.22,Hostal San Isidro Oficial
506,Altar,MX,104.0,8/28/2020 22:59,30.7,-111.82,Hotel Maria Elena
507,Fort Pierce,US,87.8,8/28/2020 22:55,27.45,-80.33,Hutchinson Island Plaza Hotel & Suites
508,Verkhnyaya Toyma,RU,54.12,8/28/2020 22:59,62.23,45.0,Gostinitsa
509,Maraa,BR,80.01,8/28/2020 22:59,-1.83,-65.37,
510,Ler,SS,72.75,8/28/2020 22:59,8.3,30.14,
511,Sinnai,IT,78.01,8/28/2020 22:59,39.3,9.2,La Rosa Dei Venti Sardinya
512,Rauma,FI,42.8,8/28/2020 22:59,61.13,21.51,Kalliohovi Hotel
513,Labuan,MY,77.0,8/28/2020 22:59,5.28,115.24,Tiara Labuan Hotel
514,Awbari,LY,83.71,8/28/2020 22:59,26.59,12.78,فندق أوباري
515,Praya,CV,80.6,8/28/2020 22:59,14.92,-23.51,LT Aparthotel
516,Qiongshan,CN,75.2,8/28/2020 22:59,20.01,110.35,Sun City Restaurant
517,Antsohihy,MG,65.97,8/28/2020 22:59,-14.88,47.99,Hotel de Ville
518,Kachiry,KZ,58.71,8/28/2020 22:59,53.07,76.1,"Ночной клуб BasMax, Гостиница , Ресторан , Магазин-автозап. сто вулканизатор ,"
519,Bogalusa,US,79.0,8/28/2020 22:59,30.79,-89.85,Traveler's Rest Motel
520,Kimbe,PG,83.32,8/28/2020 22:59,-5.55,150.14,Kimbe Bay Hotel
521,Nyrob,RU,57.16,8/28/2020 22:59,60.73,56.72,Gostinitsa
522,Les Cayes,HT,82.81,8/28/2020 22:59,18.2,-73.75,Villa Orphee
523,Arman,RU,53.6,8/28/2020 22:59,59.7,150.17,
524,Linxia,CN,65.34,8/28/2020 22:59,35.6,103.21,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
525,Katangli,RU,54.48,8/28/2020 22:59,51.71,143.23,
526,Ugra,RU,50.0,8/28/2020 22:59,54.78,34.33,Gostinichnyy Kompleks Vizit
527,Dingzhou,CN,73.4,8/28/2020 22:59,38.51,115.0,宜家时尚宾馆
528,Opuwo,,55.51,8/28/2020 22:59,-18.06,13.84,ABBA Guesthouse
529,Mormugao,IN,78.69,8/28/2020 22:59,15.4,73.8,Hotel La-Paz Gardens
530,Manyana,BW,56.48,8/28/2020 23:00,-23.4,21.72,
531,Kerema,PG,77.31,8/28/2020 23:00,-7.96,145.78,Elore Lodge
532,Osmanabad,IN,71.76,8/28/2020 23:00,18.17,76.05,Hotel Megh Malhar
533,Songjianghe,CN,62.26,8/28/2020 23:00,42.19,127.48,Sijisheng Fashion Guest House
534,Hun,LY,76.8,8/28/2020 23:00,29.13,15.95,Alrwasi Hotel
535,Ballina,AU,62.01,8/28/2020 23:00,-28.87,153.57,Ramada Hotel & Suites by Wyndham Ballina Byron
536,Poum,NC,72.99,8/28/2020 23:00,-20.23,164.02,Gîte kajeon
537,Olga,RU,63.59,8/28/2020 22:57,43.74,135.29,Gostinitsa Rosmorport.
538,Chamba,IN,67.5,8/28/2020 23:00,32.57,76.13,NotOnMap - Rafi's House
539,Fairbanks,US,59.0,8/28/2020 22:56,64.84,-147.72,Westmark Fairbanks Hotel & Conference Center
540,Yulara,AU,53.6,8/28/2020 23:00,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
541,Itoman,JP,84.2,8/28/2020 23:00,26.12,127.67,Southern Beach Hotel & Resort Okinawa
542,Kommunisticheskiy,RU,49.59,8/28/2020 23:00,61.68,64.48,
543,East Kilbride,GB,51.8,8/28/2020 22:56,55.77,-4.17,The Torrance Hotel
544,Teguldet,RU,47.32,8/28/2020 23:00,57.31,88.17,Gostinitsa Kedr
545,Yongan,CN,67.51,8/28/2020 23:00,39.7,113.69,Beiyue International Hotel
546,Sun City West,US,111.99,8/28/2020 22:55,33.66,-112.34,Windmill All Suites Surprise
547,Vanimo,PG,79.36,8/28/2020 23:00,-2.67,141.3,Vahmoneh Lodge Vanimo
548,Parung,ID,79.0,8/28/2020 23:00,-6.42,106.73,Padepokan Welas Asih
549,Nanchang,CN,76.26,8/28/2020 23:00,28.68,115.88,Ruidu Hotel
550,Tiznit,MA,75.51,8/28/2020 22:57,29.58,-9.5,
551,Tshikapa,CD,77.11,8/28/2020 23:00,-6.42,20.8,Hôtel Tshia-Muntu de Tshikapa
552,Kaeo,NZ,55.99,8/28/2020 23:00,-35.1,173.78,Bushido Lodge
553,Gat,IL,80.01,8/28/2020 23:00,31.61,34.76,רגע בנחת
554,Fukue,JP,82.09,8/28/2020 23:00,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
555,Talara,PE,63.82,8/28/2020 22:55,-4.58,-81.27,Hostal Oro Negro
556,Sol-Iletsk,RU,70.68,8/28/2020 23:00,51.16,54.99,Raduzhnaya
557,Toora-Khem,RU,49.24,8/28/2020 23:00,52.47,96.11,
558,Pacific Grove,US,72.0,8/28/2020 23:00,36.62,-121.92,Lovers Point Inn
559,Kieta,PG,83.95,8/28/2020 23:00,-6.22,155.63,
560,Egvekinot,RU,46.15,8/28/2020 23:00,66.32,-179.17,
561,Eureka,US,72.0,8/28/2020 22:59,40.8,-124.16,Eureka Inn Trademark By Wyndham
562,Vokhtoga,RU,53.49,8/28/2020 23:00,58.81,41.05,
563,Sisimiut,GL,50.09,8/28/2020 22:58,66.94,-53.67,Hotel Sisimiut
564,Rabak,SD,78.96,8/28/2020 23:00,13.18,32.74,فندق ربك Rabak Hotel
565,Russell,US,80.6,8/28/2020 23:00,32.35,-85.2,Macs
566,Camacha,PT,73.4,8/28/2020 23:00,33.08,-16.33,Hotel Porto Santo & Spa
567,Urumqi,CN,60.8,8/28/2020 23:00,43.8,87.6,Hua Ling Grand Hotel Urumqi
568,Puteyets,RU,43.23,8/28/2020 23:00,65.17,57.09,"Sot ""Agrarnik"""
569,Isla Mujeres,MX,87.8,8/28/2020 23:00,21.23,-86.73,Hotel La Joya Isla Mujeres
570,Orange,US,89.01,8/28/2020 23:00,33.7,-117.77,La Quinta Inn & Suites by Wyndham Irvine Spectrum
571,Kon Tum,VN,69.53,8/28/2020 23:00,14.35,108.0,Hoa đà spa- homestay
572,Colimes,EC,86.0,8/28/2020 23:00,-1.55,-80.02,"Casa de Retiro ""JESÚS DE LA DIVINA MISERICORDIA"""
573,Khandagayty,RU,49.71,8/28/2020 23:00,50.73,92.05,
574,Ila,NO,52.0,8/28/2020 23:00,63.43,10.37,Comfort Hotel Trondheim
575,Papara,BR,79.0,8/28/2020 23:00,-3.98,-38.73,Bela vista Maranguape
576,Natal,BR,77.0,8/28/2020 22:58,-5.79,-35.21,Villa Park Hotel | Natal
577,Kidal,ML,82.72,8/28/2020 23:00,18.44,1.41,
578,Kasongo,CD,75.43,8/28/2020 23:00,-4.45,26.67,Guest Hôtel
579,Viedma,AR,51.01,8/28/2020 23:00,-40.81,-63.0,Hotel Cristal
580,Matara,LK,79.39,8/28/2020 23:00,5.95,80.54,Amaloh Boutique Resort
581,Damara,CF,77.0,8/28/2020 23:00,4.96,18.7,
582,Yaita,JP,90.0,8/28/2020 23:00,36.8,139.93,Yaita Eastern Hotel
583,Lisakovsk,KZ,66.92,8/28/2020 23:00,52.54,62.49,"Gostinitsa ""Kontinent"""
584,Coos Bay,US,82.0,8/28/2020 22:55,43.37,-124.22,Best Western Holiday Hotel
585,Tyukhtet,RU,48.65,8/28/2020 23:00,56.54,89.3,
586,Lac Du Bonnet,CA,66.0,8/28/2020 23:00,50.25,-96.06,Casey's Inn Motor Hotel
587,Warrington,GB,51.8,8/28/2020 23:00,53.39,-2.58,Villaggio Hotel
588,North Bend,US,82.0,8/28/2020 22:59,43.41,-124.22,Red Lion Hotel Coos Bay
589,Chunskiy,RU,50.47,8/28/2020 23:00,56.08,99.63,Odisseya
590,Bud,US,84.0,8/28/2020 22:58,39.45,-86.18,Madsion Scouts Camp
591,Takaka,NZ,57.99,8/28/2020 23:00,-40.85,172.8,Golden Bay Motels
592,Sangar,RU,53.87,8/28/2020 23:00,63.92,127.47,
593,Bandarbeyla,SO,75.9,8/28/2020 23:00,9.49,50.81,REER XOOSHLE GROUP
594,College,US,59.0,8/28/2020 23:00,64.86,-147.8,Pike's Waterfront Lodge
595,Chapais,CA,60.8,8/28/2020 22:55,49.78,-74.85,Hôtel Opémiska
596,Ixtacomitan,MX,82.72,8/28/2020 23:00,17.42,-93.1,Santa Elena
597,Crotone,IT,78.75,8/28/2020 23:00,39.09,17.12,Helios Hotel
598,Adamovka,RU,73.65,8/28/2020 23:00,51.52,59.94,Gostinitsa
